repo,pr,type,added,churned,events,ratio
mendableai/firecrawl,1855,AI,93,93,11,1.0
mendableai/firecrawl,1717,Human,66,58,8,0.8787878787878788
mendableai/firecrawl,1718,AI,27,26,2,0.9629629629629629
mendableai/firecrawl,1508,AI,4,1,17,0.25
mendableai/firecrawl,1411,Human,32,4,35,0.125
mendableai/firecrawl,1748,AI,17,15,14,0.8823529411764706
mendableai/firecrawl,1707,Human,410,392,156,0.9560975609756097
mendableai/firecrawl,1714,AI,120,56,38,0.4666666666666667
mendableai/firecrawl,1690,Human,2,2,1,1.0
mendableai/firecrawl,1684,AI,86,71,21,0.8255813953488372
mendableai/firecrawl,1601,Human,26,18,4,0.6923076923076923
lingodotdev/lingo.dev,683,AI,3,3,2,1.0
lingodotdev/lingo.dev,792,Human,71,8,2,0.11267605633802817
lingodotdev/lingo.dev,778,Human,352,20,11,0.056818181818181816
lingodotdev/lingo.dev,706,AI,47,45,5,0.9574468085106383
lingodotdev/lingo.dev,651,Human,8,5,1,0.625
lingodotdev/lingo.dev,690,AI,128,128,30,1.0
lingodotdev/lingo.dev,610,Human,11,11,3,1.0
lingodotdev/lingo.dev,700,AI,405,121,9,0.29876543209876544
lingodotdev/lingo.dev,686,Human,80,80,109,1.0
lingodotdev/lingo.dev,867,AI,49,16,8,0.32653061224489793
lingodotdev/lingo.dev,960,Human,6,5,2,0.8333333333333334
lingodotdev/lingo.dev,895,AI,43,8,2,0.18604651162790697
lingodotdev/lingo.dev,956,Human,506,93,13,0.18379446640316205
lingodotdev/lingo.dev,766,AI,32,9,5,0.28125
lingodotdev/lingo.dev,866,Human,9,9,2,1.0
antiwork/gumroad,640,AI,299,0,0,0.0
antiwork/gumroad,482,Human,41,0,1,0.0
antiwork/gumroad,283,AI,1,1,1,1.0
antiwork/gumroad,205,Human,18,18,8,1.0
antiwork/gumroad,482,AI,41,0,1,0.0
antiwork/gumroad,303,Human,28,0,0,0.0
antiwork/gumroad,285,AI,3,3,1,1.0
antiwork/gumroad,334,Human,177,0,0,0.0
antiwork/gumroad,290,AI,31,3,4,0.0967741935483871
antiwork/gumroad,226,Human,125,15,3,0.12
antiwork/gumroad,608,AI,91,0,0,0.0
antiwork/gumroad,418,Human,4,1,0,0.25
antiwork/gumroad,354,AI,15,1,1,0.06666666666666667
antiwork/gumroad,275,Human,900,94,14,0.10444444444444445
microsoft/vscode,251154,AI,1,0,0,0.0
microsoft/vscode,250739,Human,23,23,6,1.0
microsoft/vscode,255415,AI,8,8,1,1.0
microsoft/vscode,251374,Human,4,0,0,0.0
microsoft/vscode,254504,AI,4,0,0,0.0
microsoft/vscode,251755,Human,104,0,6,0.0
microsoft/vscode,253969,AI,11,0,0,0.0
microsoft/vscode,250559,Human,1,0,0,0.0
microsoft/vscode,250646,AI,14,0,0,0.0
microsoft/vscode,249363,Human,4,4,2,1.0
microsoft/vscode,253040,AI,49,3,5,0.061224489795918366
microsoft/vscode,252128,Human,11,1,1,0.09090909090909091
microsoft/vscode,251442,AI,11,0,0,0.0
microsoft/vscode,250057,Human,1,0,0,0.0
microsoft/vscode,251156,AI,9,0,0,0.0
microsoft/vscode,250083,AI,48,0,0,0.0
microsoft/vscode,248239,Human,2,0,1,0.0
microsoft/vscode,250207,AI,268,5,3,0.018656716417910446
microsoft/vscode,248158,Human,2,2,0,1.0
microsoft/vscode,251578,AI,28,0,0,0.0
microsoft/vscode,251075,Human,8,8,0,1.0
microsoft/vscode,250864,AI,135,30,7,0.2222222222222222
microsoft/vscode,248852,Human,37,9,4,0.24324324324324326
microsoft/vscode,250672,AI,154,82,1,0.5324675324675324
microsoft/vscode,248525,Human,1,1,1,1.0
microsoft/vscode,250131,AI,16,0,0,0.0
prebid/Prebid.js,13173,AI,37546,11867,2387,0.3160656261652373
prebid/Prebid.js,13339,Human,703,20,2,0.02844950213371266
prebid/Prebid.js,13491,AI,42,36,4,0.8571428571428571
prebid/Prebid.js,13240,Human,27,2,2,0.07407407407407407
prebid/Prebid.js,13142,AI,129,37,20,0.2868217054263566
prebid/Prebid.js,13095,Human,55,13,6,0.23636363636363636
prebid/Prebid.js,13283,AI,4,0,0,0.0
prebid/Prebid.js,13145,Human,3,0,0,0.0
prebid/Prebid.js,13601,AI,2,0,0,0.0
prebid/Prebid.js,13391,Human,7,3,3,0.42857142857142855
prebid/Prebid.js,13262,AI,5,0,0,0.0
prebid/Prebid.js,13275,AI,5,0,0,0.0
prebid/Prebid.js,13394,Human,90,3,3,0.03333333333333333
prebid/Prebid.js,13135,AI,4,1,0,0.25
prebid/Prebid.js,13035,Human,15,1,2,0.06666666666666667
featureform/enrichmcp,57,AI,2140,157,43,0.07336448598130842
featureform/enrichmcp,90,Human,166,4,1,0.024096385542168676
featureform/enrichmcp,59,AI,9,2,4,0.2222222222222222
featureform/enrichmcp,97,AI,2,0,0,0.0
featureform/enrichmcp,92,Human,1,0,0,0.0
featureform/enrichmcp,107,AI,17,0,0,0.0
featureform/enrichmcp,93,Human,246,8,4,0.032520325203252036
featureform/enrichmcp,102,AI,49,7,4,0.14285714285714285
featureform/enrichmcp,75,Human,2,0,0,0.0
featureform/enrichmcp,44,AI,57,0,0,0.0
featureform/enrichmcp,47,Human,2140,157,43,0.07336448598130842
crewAIInc/crewAI,2155,Human,47,41,2,0.8723404255319149
crewAIInc/crewAI,1888,AI,165,39,17,0.23636363636363636
crewAIInc/crewAI,1931,Human,337,34,20,0.10089020771513353
crewAIInc/crewAI,2994,AI,331,108,7,0.32628398791540786
crewAIInc/crewAI,2819,Human,43,0,0,0.0
crewAIInc/crewAI,2552,AI,38,2,2,0.05263157894736842
crewAIInc/crewAI,2731,Human,36,4,8,0.1111111111111111
crewAIInc/crewAI,2396,AI,4,3,3,0.75
crewAIInc/crewAI,2495,Human,283,119,16,0.4204946996466431
crewAIInc/crewAI,2277,AI,1674,646,17,0.3859020310633214
crewAIInc/crewAI,2231,Human,128,0,0,0.0
calcom/cal.com,21652,AI,132,14,7,0.10606060606060606
calcom/cal.com,21147,Human,45,1,3,0.022222222222222223
calcom/cal.com,21114,AI,100,1,1,0.01
calcom/cal.com,20717,Human,110,20,4,0.18181818181818182
calcom/cal.com,21449,AI,52,36,21,0.6923076923076923
calcom/cal.com,21622,Human,11,1,2,0.09090909090909091
calcom/cal.com,21285,AI,1,0,0,0.0
calcom/cal.com,21116,Human,47,0,0,0.0
calcom/cal.com,20604,AI,12,1,1,0.08333333333333333
calcom/cal.com,20544,Human,16,0,0,0.0
calcom/cal.com,20983,AI,82,1,1,0.012195121951219513
calcom/cal.com,21011,Human,82,1,1,0.012195121951219513
calcom/cal.com,20631,AI,82,1,1,0.012195121951219513
calcom/cal.com,20114,Human,16,0,0,0.0
calcom/cal.com,20595,AI,82,1,1,0.012195121951219513
calcom/cal.com,22488,AI,214,2,0,0.009345794392523364
calcom/cal.com,21956,Human,34,34,12,1.0
remotion-dev/remotion,5421,AI,37,0,0,0.0
remotion-dev/remotion,5349,Human,402,0,1,0.0
remotion-dev/remotion,5398,AI,57,0,0,0.0
remotion-dev/remotion,5438,Human,57,0,0,0.0
remotion-dev/remotion,5492,AI,66,0,1,0.0
remotion-dev/remotion,5420,Human,1007,795,62,0.7894736842105263
remotion-dev/remotion,5400,AI,92,0,0,0.0
remotion-dev/remotion,5301,Human,136,8,1,0.058823529411764705
remotion-dev/remotion,5384,AI,380,68,11,0.17894736842105263
remotion-dev/remotion,5337,Human,420,37,12,0.0880952380952381
remotion-dev/remotion,5463,AI,14,0,0,0.0
remotion-dev/remotion,5338,Human,276,0,0,0.0
elizaOS/eliza,5490,AI,317,56,20,0.17665615141955837
elizaOS/eliza,5091,Human,1,0,0,0.0
elizaOS/eliza,4935,AI,218,218,40,1.0
elizaOS/eliza,4962,Human,46,45,53,0.9782608695652174
elizaOS/eliza,5565,AI,3967,2567,217,0.6470884799596672
elizaOS/eliza,5167,Human,851,109,18,0.12808460634547592
elizaOS/eliza,5489,AI,1000,999,75,0.999
elizaOS/eliza,5186,Human,2297,197,51,0.08576404005224206
elizaOS/eliza,4629,AI,5,5,4,1.0
elizaOS/eliza,4675,Human,123,123,22,1.0
elizaOS/eliza,4866,AI,42,13,35,0.30952380952380953
elizaOS/eliza,5297,Human,642,361,177,0.5623052959501558
elizaOS/eliza,2589,AI,20,20,17,1.0
mlflow/mlflow,16449,AI,6,6,3,1.0
mlflow/mlflow,16458,Human,6,0,0,0.0
mlflow/mlflow,16442,AI,153,48,16,0.3137254901960784
mlflow/mlflow,16125,Human,52,10,9,0.19230769230769232
mlflow/mlflow,16658,AI,620,7,7,0.01129032258064516
mlflow/mlflow,16271,Human,7,0,0,0.0
mlflow/mlflow,16340,Human,82,1,1,0.012195121951219513
mlflow/mlflow,15996,AI,30,3,2,0.1
mlflow/mlflow,15809,Human,17,4,2,0.23529411764705882
mlflow/mlflow,16369,AI,36,35,2,0.9722222222222222
mlflow/mlflow,16103,Human,135,12,9,0.08888888888888889
mlflow/mlflow,16389,AI,5,0,0,0.0
mlflow/mlflow,16001,Human,11,0,1,0.0
mlflow/mlflow,16196,AI,4,0,0,0.0
mlflow/mlflow,15746,Human,17,0,1,0.0
mlflow/mlflow,16367,AI,4,0,1,0.0
mlflow/mlflow,15859,Human,77,0,1,0.0
mlflow/mlflow,15953,AI,9,0,0,0.0
mlflow/mlflow,16059,Human,364,6,7,0.016483516483516484
mlflow/mlflow,16093,AI,1,0,0,0.0
mlflow/mlflow,15733,Human,6,0,0,0.0
mlflow/mlflow,15877,AI,1,0,0,0.0
mlflow/mlflow,15786,Human,39,0,0,0.0
mlflow/mlflow,16231,AI,57,45,3,0.7894736842105263
mlflow/mlflow,15834,Human,122,105,51,0.860655737704918
mlflow/mlflow,15863,AI,1,0,0,0.0
mlflow/mlflow,16385,AI,39,1,2,0.02564102564102564
mlflow/mlflow,15985,Human,11,11,7,1.0
mlflow/mlflow,15743,Human,3,2,1,0.6666666666666666
mlflow/mlflow,15856,AI,5,5,1,1.0
mlflow/mlflow,15902,Human,347,23,13,0.06628242074927954
mlflow/mlflow,16112,AI,11,0,0,0.0
mlflow/mlflow,15810,Human,2,0,0,0.0
liam-hq/liam,2454,AI,48,31,4,0.6458333333333334
liam-hq/liam,2258,Human,177,177,7,1.0
liam-hq/liam,2224,AI,41,41,20,1.0
liam-hq/liam,2084,Human,420,420,6,1.0
liam-hq/liam,2156,AI,411,385,12,0.9367396593673966
liam-hq/liam,2231,Human,344,330,64,0.9593023255813954
liam-hq/liam,1853,AI,10,10,2,1.0
liam-hq/liam,2189,Human,3,0,1,0.0
liam-hq/liam,1639,AI,2,0,0,0.0
liam-hq/liam,1422,Human,75,75,99,1.0
liam-hq/liam,2200,AI,642,568,134,0.8847352024922118
liam-hq/liam,2148,Human,262,262,18,1.0
liam-hq/liam,2077,AI,58,20,10,0.3448275862068966
liam-hq/liam,2156,Human,411,385,12,0.9367396593673966
liam-hq/liam,1960,AI,39,15,11,0.38461538461538464
liam-hq/liam,1677,Human,789,788,25,0.9987325728770595
liam-hq/liam,779,AI,2,2,2,1.0
liam-hq/liam,957,Human,55,23,16,0.41818181818181815
liam-hq/liam,993,Human,681,681,26,1.0
liam-hq/liam,1652,AI,9,4,3,0.4444444444444444
liam-hq/liam,1356,Human,1,1,1,1.0
liam-hq/liam,1494,AI,189,189,18,1.0
liam-hq/liam,1255,Human,432,108,43,0.25
liam-hq/liam,2264,AI,18,8,12,0.4444444444444444
liam-hq/liam,2191,Human,31,31,13,1.0
liam-hq/liam,2593,AI,18,2,3,0.1111111111111111
liam-hq/liam,2225,Human,784,784,75,1.0
liam-hq/liam,1517,AI,159,159,17,1.0
liam-hq/liam,1039,Human,39,4,15,0.10256410256410256
liam-hq/liam,2039,AI,36,29,11,0.8055555555555556
liam-hq/liam,1747,Human,1133,1089,76,0.9611650485436893
liam-hq/liam,1917,AI,298,91,17,0.3053691275167785
liam-hq/liam,1831,Human,246,246,21,1.0
liam-hq/liam,2436,AI,3,0,12,0.0
liam-hq/liam,1980,Human,13,13,2,1.0
liam-hq/liam,1954,AI,1,0,0,0.0
liam-hq/liam,1696,Human,13,13,29,1.0
liam-hq/liam,2195,AI,24,11,8,0.4583333333333333
liam-hq/liam,2050,Human,50,50,7,1.0
liam-hq/liam,1524,AI,167,167,18,1.0
liam-hq/liam,1371,Human,507,507,28,1.0
liam-hq/liam,2113,Human,5,1,1,0.2
liam-hq/liam,1535,AI,38,38,73,1.0
liam-hq/liam,1150,Human,156,156,243,1.0
liam-hq/liam,1302,AI,11,11,8,1.0
liam-hq/liam,1367,Human,280,276,32,0.9857142857142858
liam-hq/liam,2216,Human,1,0,0,0.0
liam-hq/liam,1855,AI,60,37,120,0.6166666666666667
liam-hq/liam,1588,Human,36,16,5,0.4444444444444444
liam-hq/liam,2311,AI,120,47,45,0.39166666666666666
liam-hq/liam,1859,Human,468,467,198,0.9978632478632479
liam-hq/liam,2528,AI,1,1,1,1.0
liam-hq/liam,2007,Human,16,16,17,1.0
liam-hq/liam,1520,AI,111,111,10,1.0
liam-hq/liam,1096,Human,223,223,31,1.0
liam-hq/liam,1109,Human,75,74,78,0.9866666666666667
liam-hq/liam,1890,AI,99,0,0,0.0
liam-hq/liam,1961,Human,249,249,9,1.0
liam-hq/liam,1522,AI,132,132,10,1.0
liam-hq/liam,1408,Human,602,191,81,0.31727574750830567
liam-hq/liam,2198,AI,84,20,2,0.23809523809523808
liam-hq/liam,2159,Human,1417,1205,73,0.8503881439661256
liam-hq/liam,1010,AI,1,1,1,1.0
liam-hq/liam,1144,Human,49,46,57,0.9387755102040817
microsoft/typescript-go,1138,AI,468,336,18,0.717948717948718
microsoft/typescript-go,1290,Human,33968,29023,1230,0.854421808761187
microsoft/typescript-go,1401,AI,72,1,0,0.013888888888888888
microsoft/typescript-go,1204,Human,2,1,0,0.5
microsoft/typescript-go,1141,AI,1515,1176,90,0.7762376237623763
microsoft/typescript-go,991,Human,23858,5246,2002,0.21988431553357365
microsoft/typescript-go,1313,AI,622,434,13,0.6977491961414791
microsoft/typescript-go,1260,Human,2,0,1,0.0
microsoft/typescript-go,1339,AI,127,97,2,0.7637795275590551
microsoft/typescript-go,1276,Human,18,18,7,1.0
microsoft/typescript-go,1142,AI,6,0,0,0.0
microsoft/typescript-go,1067,Human,14,10,6,0.7142857142857143
